Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000305,Female,No,3+,Graduate,No,5960,0,159.0,360.0,0.0,Rural,N
LP000306,Male,Yes,,Graduate,No,3897,0,151.0,360.0,0.0,Urban,N
LP000307,Male,No,1,Graduate,No,4262,0,184.0,360.0,1.0,Rural,Y
LP000308,Male,No,1,Not Graduate,No,2046,0,132.0,480.0,1.0,Urban,Y
LP000309,Male,Yes,3+,Not Graduate,No,6798,1587,65.0,360.0,1.0,Semiurban,Y
LP000310,Male,No,3+,Graduate,No,4576,0,167.0,240.0,1.0,Rural,Y
LP000311,Male,No,2,Graduate,No,1780,0,89.0,360.0,0.0,Urban,Y
LP000312,Male,Yes,2,Not Graduate,No,3484,0,53.0,360.0,1.0,Urban,Y
LP000313,Male,Yes,3+,Graduate,Yes,5571,0,116.0,360.0,1.0,Rural,Y
LP000314,Male,Yes,3+,Graduate,No,5697,0,98.0,360.0,1.0,Semiurban,Y
LP000315,Male,Yes,0,Graduate,No,3584,0,82.0,360.0,0.0,Rural,N
LP000316,Male,Yes,3+,Not Graduate,No,1897,5173,64.0,480.0,1.0,Semiurban,Y
LP000317,Male,No,2,Not Graduate,,4823,1886,153.0,360.0,1.0,Urban,Y
LP000318,Male,No,1,Graduate,Yes,20099,0,91.0,360.0,1.0,Semiurban,Y
LP000319,Male,Yes,1,Graduate,No,1328,0,,180.0,1.0,Rural,N
LP000320,Female,Yes,0,Graduate,No,4690,0,162.0,240.0,1.0,Urban,Y
LP000321,Female,Yes,2,Graduate,,3130,704,116.0,480.0,0.0,Urban,Y
LP000322,Male,Yes,2,Graduate,,3318,0,159.0,360.0,1.0,Semiurban,Y
LP000323,Male,Yes,0,Graduate,No,1094,0,119.0,360.0,1.0,Rural,Y
LP000324,Male,No,,Graduate,No,5622,0,158.0,360.0,1.0,Semiurban,Y
LP000325,Female,No,0,Graduate,No,3247,0,58.0,360.0,1.0,Rural,Y
LP000326,Male,Yes,1,Graduate,No,3124,0,288.0,360.0,1.0,Urban,Y
LP000327,Female,No,1,Graduate,Yes,13118,0,50.0,360.0,0.0,Semiurban,Y
LP000328,,Yes,1,Not Graduate,No,2027,21030,207.0,240.0,1.0,Rural,Y
LP000329,Male,No,,Graduate,,3251,594,121.0,180.0,1.0,Urban,Y
LP000330,Male,Yes,0,Graduate,No,1866,0,431.0,36.0,,Urban,Y
LP000331,Female,Yes,0,Graduate,No,2464,0,134.0,180.0,1.0,Semiurban,Y
LP000332,Male,Yes,1,Not Graduate,No,6996,1579,189.0,360.0,1.0,Urban,Y
LP000333,Female,Yes,3+,Not Graduate,No,4013,1015,41.0,360.0,1.0,Rural,Y
LP000334,Female,Yes,2,Graduate,No,10269,2919,259.0,360.0,1.0,Rural,Y
LP000335,,Yes,2,Graduate,No,2575,445,169.0,360.0,1.0,Semiurban,Y
LP000336,Male,No,0,Not Graduate,No,3411,0,49.0,360.0,1.0,Rural,Y
LP000337,Male,No,,Graduate,No,8787,1130,90.0,120.0,1.0,Rural,Y
LP000338,Female,Yes,3+,Graduate,No,6480,1381,110.0,360.0,1.0,Semiurban,Y
LP000339,Male,Yes,1,Not Graduate,No,7534,0,239.0,360.0,1.0,Rural,Y
LP000340,Female,No,0,Graduate,Yes,7795,11446,112.0,360.0,1.0,Urban,Y
LP000341,Male,Yes,1,Not Graduate,No,2694,851,64.0,360.0,1.0,Rural,N
LP000342,Female,Yes,2,Graduate,Yes,1299,0,102.0,360.0,1.0,Urban,Y
LP000343,Female,No,0,Not Graduate,No,3536,2169,177.0,360.0,1.0,Urban,N
LP000344,Male,Yes,0,Not Graduate,No,3977,3359,123.0,360.0,1.0,Semiurban,Y
LP000345,Female,No,1,Graduate,Yes,12656,0,189.0,480.0,,Urban,N
LP000346,Female,Yes,0,Graduate,No,2653,0,34.0,300.0,,Urban,Y
LP000347,Female,Yes,1,Graduate,No,4351,468,,480.0,1.0,Semiurban,N
LP000348,Male,Yes,2,Not Graduate,No,959,0,129.0,360.0,1.0,Urban,Y
LP000349,Male,Yes,3+,Graduate,No,1558,0,157.0,360.0,1.0,Rural,N
LP000350,Male,Yes,0,Graduate,No,6206,0,212.0,360.0,1.0,Rural,Y
LP000351,Male,No,0,Not Graduate,No,6144,0,264.0,120.0,1.0,Rural,Y
LP000352,Male,No,1,Graduate,No,10363,0,248.0,360.0,1.0,Urban,Y
LP000353,Male,No,0,Graduate,No,5913,0,85.0,360.0,1.0,Semiurban,Y
LP000354,Male,Yes,3+,Graduate,No,16812,2341,52.0,240.0,1.0,Urban,Y
LP000355,Male,Yes,2,Not Graduate,No,2089,0,174.0,360.0,1.0,Semiurban,Y
LP000356,Male,No,1,Graduate,No,7973,0,255.0,480.0,1.0,Urban,Y
LP000357,Female,No,2,Not Graduate,No,1145,0,174.0,360.0,1.0,Semiurban,Y
LP000358,Female,Yes,0,Graduate,No,576,1099,42.0,300.0,1.0,Urban,Y
LP000359,Male,No,1,Not Graduate,No,1972,0,411.0,240.0,1.0,Rural,Y
LP000360,Male,Yes,3+,Graduate,No,4111,870,99.0,60.0,1.0,Urban,Y
LP000361,Female,,0,Graduate,No,5179,0,213.0,180.0,0.0,Semiurban,Y
LP000362,Male,No,0,Not Graduate,No,2389,0,46.0,180.0,1.0,Urban,Y
LP000363,Male,Yes,3+,Not Graduate,No,3411,0,287.0,360.0,0.0,Semiurban,N
LP000364,Male,Yes,1,Graduate,No,13783,2220,231.0,360.0,1.0,Rural,N
LP000365,Male,Yes,0,Graduate,No,7184,0,105.0,360.0,1.0,Urban,Y
LP000366,Male,No,0,Graduate,No,2703,0,271.0,180.0,,Urban,N
LP000367,Female,Yes,1,Graduate,No,868,0,147.0,,,Urban,Y
LP000368,Male,No,1,Graduate,Yes,2984,0,211.0,480.0,1.0,Semiurban,Y
LP000369,Male,Yes,,Not Graduate,,6457,0,125.0,360.0,1.0,Semiurban,N
LP000370,Female,Yes,0,Graduate,Yes,4327,0,90.0,480.0,0.0,Rural,Y
LP000371,Female,Yes,0,Graduate,No,6912,386,362.0,360.0,1.0,Rural,Y
LP000372,Male,Yes,1,Graduate,No,6742,3559,173.0,120.0,1.0,Urban,Y
LP000373,Male,Yes,3+,Graduate,No,4289,1031,62.0,360.0,1.0,Rural,N
LP000374,Male,Yes,1,Graduate,No,4203,0,145.0,300.0,1.0,Rural,Y
LP000375,Male,Yes,,Not Graduate,Yes,2364,0,196.0,300.0,0.0,Semiurban,N
LP000376,Male,Yes,,Graduate,Yes,25531,138,247.0,360.0,1.0,Urban,Y
LP000377,Female,No,0,Graduate,No,2388,0,435.0,360.0,,Rural,Y
LP000378,Male,No,0,Graduate,No,9215,0,188.0,360.0,1.0,Semiurban,Y
LP000379,Male,Yes,0,Graduate,No,7631,0,89.0,480.0,1.0,Semiurban,Y
LP000380,Female,Yes,0,Graduate,Yes,8953,5397,119.0,240.0,1.0,Urban,Y
LP000381,Male,Yes,3+,Graduate,No,4113,690,275.0,360.0,1.0,Semiurban,Y
LP000382,Female,Yes,0,Graduate,No,1699,0,91.0,360.0,0.0,Semiurban,N
LP000383,Female,Yes,,Graduate,No,2108,5920,150.0,36.0,0.0,Urban,N
LP000384,Male,Yes,0,Graduate,Yes,3627,1186,102.0,360.0,1.0,Rural,Y
LP000385,Male,Yes,1,Graduate,No,5655,1106,112.0,180.0,1.0,Urban,Y
LP000386,Female,Yes,0,Graduate,No,7933,0,118.0,120.0,0.0,Urban,Y
LP000387,Female,No,0,Graduate,No,5453,981,152.0,360.0,,Semiurban,Y
LP000388,Female,Yes,0,Graduate,No,5264,0,124.0,360.0,1.0,Semiurban,Y
LP000389,Male,Yes,2,Graduate,No,8756,0,55.0,360.0,1.0,Urban,Y
LP000390,Female,Yes,1,Graduate,Yes,1543,0,263.0,360.0,1.0,Semiurban,Y
LP000391,Male,No,2,Graduate,No,1059,0,247.0,60.0,1.0,Semiurban,Y
LP000392,Male,Yes,3+,Graduate,No,1626,0,150.0,360.0,,Urban,N
LP000393,Male,Yes,1,Graduate,No,8116,1209,267.0,180.0,1.0,Urban,Y
LP000394,Male,No,3+,Not Graduate,No,730,0,202.0,360.0,1.0,Semiurban,Y
LP000395,Male,Yes,0,Graduate,No,4418,840,208.0,360.0,1.0,Semiurban,Y
LP000396,Male,Yes,0,Graduate,No,2460,5508,160.0,360.0,0.0,Urban,N
LP000397,Female,Yes,1,Graduate,No,4919,0,,120.0,1.0,Semiurban,Y
LP000398,Male,No,1,Graduate,Yes,5474,0,76.0,84.0,1.0,Semiurban,Y
LP000399,Male,No,1,Graduate,No,5232,0,112.0,12.0,1.0,Rural,Y
LP000400,Male,No,1,Graduate,No,3430,1039,60.0,480.0,0.0,Semiurban,N
LP000401,Male,Yes,3+,Not Graduate,No,4271,0,70.0,360.0,1.0,Urban,Y
LP000402,Female,Yes,,Graduate,No,11513,0,267.0,360.0,0.0,Semiurban,N
LP000403,Female,Yes,2,Graduate,No,10118,0,169.0,,1.0,Urban,Y
LP000404,Male,No,1,Graduate,No,3513,0,102.0,120.0,1.0,Semiurban,Y
LP000405,Female,No,1,Graduate,No,2534,0,79.0,240.0,1.0,Urban,Y
LP000406,Female,No,0,Graduate,No,5050,0,62.0,120.0,1.0,Rural,Y
LP000407,Male,,0,Graduate,No,16058,3214,69.0,60.0,0.0,Semiurban,N
LP000408,Female,No,0,Graduate,,4295,0,,84.0,1.0,Rural,Y
LP000409,Male,No,2,Not Graduate,No,4652,0,28.0,360.0,,Semiurban,Y
LP000410,Female,No,1,Not Graduate,No,4489,0,220.0,360.0,1.0,Semiurban,Y
LP000411,Male,No,0,Graduate,No,7345,0,,360.0,,Urban,Y
LP000412,Male,Yes,2,Graduate,Yes,13730,0,168.0,360.0,1.0,Urban,Y
LP000413,Male,Yes,2,Graduate,No,1889,0,,240.0,0.0,Rural,N
LP000414,Female,Yes,3+,Graduate,No,2377,1412,131.0,360.0,1.0,Rural,Y
LP000415,Male,Yes,1,Not Graduate,No,2781,1281,151.0,480.0,1.0,Urban,Y
LP000416,Male,No,2,Graduate,No,9894,0,131.0,360.0,0.0,Semiurban,N
LP000417,Male,No,1,Not Graduate,No,5992,0,298.0,360.0,1.0,Urban,Y
LP000418,Female,No,2,Graduate,No,4316,0,81.0,360.0,0.0,Semiurban,Y
LP000419,Male,Yes,1,Graduate,No,8508,0,211.0,180.0,1.0,Rural,Y
LP000420,Female,Yes,0,Not Graduate,No,2050,923,74.0,180.0,1.0,Urban,Y
LP000421,Male,Yes,3+,Not Graduate,No,1576,0,70.0,180.0,1.0,Urban,N
LP000422,Male,No,2,Not Graduate,No,1137,0,59.0,360.0,0.0,Semiurban,Y
LP000423,Male,No,1,Graduate,No,4067,0,46.0,480.0,0.0,Urban,N
LP000424,Male,No,1,Graduate,No,3550,0,154.0,360.0,1.0,Urban,Y
LP000425,Male,Yes,2,Graduate,Yes,11524,0,76.0,360.0,1.0,Semiurban,Y
LP000426,Female,Yes,0,Graduate,No,6411,514,160.0,360.0,1.0,Semiurban,Y
LP000427,Male,No,0,Graduate,Yes,6218,289,329.0,360.0,1.0,Rural,Y
LP000428,Female,Yes,0,Graduate,No,4618,0,104.0,360.0,1.0,Rural,Y
LP000429,Male,No,0,Not Graduate,No,2054,0,164.0,360.0,1.0,Semiurban,N
LP000430,Female,Yes,0,Not Graduate,No,848,0,236.0,60.0,1.0,Rural,Y
LP000431,Female,Yes,2,Graduate,No,2062,0,157.0,360.0,1.0,Semiurban,Y
LP000432,Female,Yes,0,Graduate,Yes,10010,602,143.0,180.0,0.0,Semiurban,N
LP000433,Female,No,2,Graduate,No,4064,0,,60.0,1.0,Urban,Y
LP000434,Female,Yes,,Graduate,No,1895,601,143.0,84.0,1.0,Urban,Y
LP000435,Male,No,0,Graduate,No,10813,0,187.0,360.0,1.0,Semiurban,Y
LP000436,Male,No,2,Not Graduate,No,8134,0,363.0,360.0,1.0,Rural,N
LP000437,Male,Yes,1,Graduate,Yes,13133,3336,109.0,360.0,0.0,Semiurban,N
LP000438,Male,No,3+,Graduate,No,5858,311,263.0,360.0,1.0,Rural,Y
LP000439,Female,No,1,Graduate,Yes,7230,0,95.0,84.0,1.0,Urban,Y
LP000440,Male,Yes,0,Graduate,No,4376,0,224.0,360.0,1.0,Urban,Y
LP000441,Female,No,0,Graduate,No,4945,0,84.0,360.0,1.0,Rural,N
LP000442,Male,Yes,3+,Graduate,No,6691,0,143.0,360.0,1.0,Urban,Y
LP000443,Female,Yes,0,Graduate,No,7043,2147,93.0,480.0,1.0,Semiurban,Y
LP000444,Male,Yes,2,Graduate,No,5974,0,134.0,360.0,1.0,Urban,Y
LP000445,Male,No,0,Graduate,Yes,713,0,134.0,240.0,1.0,Rural,Y
LP000446,Female,Yes,1,Graduate,Yes,12686,1177,141.0,360.0,1.0,Urban,Y
LP000447,Female,Yes,1,Not Graduate,Yes,4145,969,86.0,180.0,1.0,Rural,Y
LP000448,Male,No,0,Not Graduate,Yes,1506,0,,240.0,1.0,Urban,Y
LP000449,Male,Yes,0,Not Graduate,No,3067,862,162.0,180.0,1.0,Urban,Y
LP000450,Male,No,0,Not Graduate,Yes,4432,0,112.0,360.0,1.0,Rural,N
LP000451,Male,No,2,Not Graduate,No,971,0,83.0,360.0,1.0,Semiurban,N
LP000452,,Yes,2,Not Graduate,No,1776,0,88.0,360.0,0.0,Urban,Y
LP000453,Female,Yes,0,Graduate,Yes,2925,978,231.0,12.0,1.0,Semiurban,Y
LP000454,Male,No,1,Graduate,No,2361,0,134.0,360.0,1.0,Urban,Y
LP000455,Male,Yes,0,Graduate,No,6442,754,289.0,240.0,0.0,Urban,Y
LP000456,Male,Yes,2,Not Graduate,No,1800,0,117.0,120.0,1.0,Urban,N
LP000457,Female,No,2,Not Graduate,No,2865,2867,123.0,360.0,0.0,Semiurban,Y
LP000458,Male,No,3+,Graduate,No,7182,0,180.0,300.0,1.0,Urban,Y
LP000459,Female,No,3+,Not Graduate,No,2034,0,182.0,360.0,1.0,Rural,N
LP000460,Male,Yes,0,Graduate,No,7371,0,280.0,360.0,1.0,Rural,Y
LP000461,Male,No,0,Graduate,No,10730,0,40.0,360.0,1.0,Urban,Y
LP000462,Male,No,3+,Graduate,No,7708,0,174.0,360.0,1.0,Semiurban,Y
LP000463,Female,No,0,Graduate,No,6567,726,74.0,360.0,,Semiurban,Y
LP000464,Male,No,0,Graduate,No,7749,0,125.0,180.0,1.0,Semiurban,Y
LP000465,Male,No,0,Graduate,No,5748,0,,360.0,1.0,Semiurban,Y
LP000466,Female,Yes,2,Graduate,No,7721,856,150.0,360.0,1.0,Semiurban,Y
LP000467,Male,Yes,2,Graduate,No,2073,1122,74.0,360.0,0.0,Urban,Y
LP000468,Female,Yes,3+,Not Graduate,Yes,3468,0,47.0,180.0,0.0,Semiurban,N
LP000469,Male,Yes,0,Graduate,Yes,7745,0,70.0,300.0,1.0,Urban,Y
LP000470,Male,Yes,0,Graduate,No,4235,0,250.0,360.0,1.0,Rural,Y
LP000471,Male,Yes,0,Graduate,No,22619,979,193.0,480.0,1.0,Semiurban,Y
LP000472,Male,No,2,Not Graduate,,2381,0,269.0,180.0,1.0,Semiurban,Y
LP000473,Male,Yes,0,Graduate,No,1395,675,45.0,360.0,1.0,Semiurban,Y
LP000474,Male,Yes,3+,Graduate,,4609,0,356.0,240.0,1.0,Urban,Y
LP000475,Male,Yes,1,Graduate,No,7619,3632,497.0,180.0,1.0,Urban,Y
LP000476,,Yes,2,Graduate,No,2521,0,75.0,180.0,0.0,Urban,Y
LP000477,Male,No,2,Graduate,,4342,0,164.0,360.0,1.0,Semiurban,Y
LP000478,Male,Yes,1,Graduate,No,4240,0,95.0,360.0,1.0,Semiurban,Y
LP000479,Male,Yes,2,Not Graduate,Yes,3502,0,,360.0,1.0,Urban,N
LP000480,Male,No,0,Graduate,No,3014,0,331.0,360.0,,Semiurban,Y
LP000481,Male,Yes,2,Not Graduate,Yes,7427,0,78.0,360.0,1.0,Semiurban,Y
LP000482,Male,Yes,2,Graduate,No,18193,700,,12.0,1.0,Semiurban,Y
LP000483,Male,No,1,Graduate,No,2576,0,116.0,360.0,1.0,Urban,Y
LP000484,Male,Yes,0,Graduate,No,1901,1249,991.0,84.0,0.0,Rural,N
LP000485,Male,No,3+,Graduate,No,3346,0,213.0,360.0,0.0,Semiurban,N
LP000486,Male,No,,Graduate,No,11098,0,176.0,360.0,1.0,Semiurban,Y
LP000487,Male,No,1,Not Graduate,No,2280,0,236.0,360.0,1.0,Semiurban,N
LP000488,Male,Yes,3+,Graduate,No,5642,0,255.0,360.0,1.0,Rural,Y
LP000489,Male,No,1,Not Graduate,No,1490,0,161.0,360.0,0.0,Semiurban,N
LP000490,Male,No,0,Graduate,No,14178,0,130.0,360.0,1.0,Urban,Y
LP000491,Female,Yes,1,Graduate,No,3670,525,97.0,300.0,,Urban,Y
LP000492,Male,No,0,Graduate,Yes,7059,0,151.0,360.0,1.0,Urban,Y
LP000493,Male,Yes,,Graduate,No,2650,955,251.0,180.0,1.0,Rural,Y
LP000494,Male,No,2,Graduate,,3361,1138,243.0,180.0,1.0,Semiurban,Y
LP000495,Female,Yes,0,Graduate,No,4436,2596,99.0,240.0,0.0,Urban,N
LP000496,Male,Yes,0,Graduate,No,4758,6880,126.0,360.0,1.0,Urban,Y
LP000497,Male,Yes,2,Graduate,No,7791,531,69.0,120.0,1.0,Semiurban,Y
LP000498,Male,No,2,Graduate,Yes,2004,0,242.0,360.0,1.0,Semiurban,Y
LP000499,Male,Yes,3+,Graduate,No,2396,0,178.0,300.0,1.0,Rural,N
LP000500,Male,Yes,0,Graduate,,2844,0,115.0,360.0,1.0,Semiurban,Y
LP000501,Female,Yes,2,Graduate,No,4808,10823,106.0,120.0,1.0,Urban,Y
LP000502,Female,No,0,Graduate,No,2134,0,78.0,360.0,1.0,Rural,Y
LP000503,Female,Yes,0,Not Graduate,No,2535,0,140.0,480.0,1.0,Semiurban,Y
LP000504,Male,Yes,2,Not Graduate,No,1775,2882,305.0,360.0,,Semiurban,N
LP000505,Male,No,1,Graduate,No,4071,0,87.0,360.0,1.0,Semiurban,Y
LP000506,Female,Yes,2,Not Graduate,No,1630,0,63.0,240.0,1.0,Rural,N
LP000507,Male,Yes,0,Graduate,No,2304,0,143.0,360.0,1.0,Urban,Y
LP000508,Female,Yes,0,Graduate,No,5352,1276,257.0,480.0,1.0,Urban,Y
LP000509,Male,No,1,Not Graduate,No,5560,0,227.0,120.0,1.0,Urban,Y
LP000510,Male,No,0,Graduate,No,7545,0,262.0,360.0,1.0,Rural,Y
LP000511,Male,Yes,0,Graduate,No,9165,634,101.0,360.0,1.0,Semiurban,Y
LP000512,Female,Yes,0,Graduate,No,9892,0,218.0,300.0,1.0,Urban,Y
LP000513,Male,Yes,0,Not Graduate,No,2429,0,164.0,240.0,0.0,Urban,N
LP000514,Male,No,2,Graduate,No,15004,0,116.0,480.0,1.0,Urban,N
LP000515,Male,Yes,0,Not Graduate,No,4409,3031,,60.0,1.0,Semiurban,Y
LP000516,Male,Yes,1,Graduate,No,2398,1845,210.0,360.0,0.0,Semiurban,N
LP000517,Male,No,,Not Graduate,No,1746,0,183.0,300.0,0.0,Semiurban,Y
LP000518,Female,Yes,1,Graduate,No,4905,0,181.0,360.0,1.0,Semiurban,Y
LP000519,Male,Yes,1,Graduate,,7882,648,194.0,360.0,1.0,Rural,Y
LP000520,Female,Yes,2,Not Graduate,No,2324,0,107.0,360.0,1.0,Semiurban,N
LP000521,Female,Yes,3+,Graduate,No,2365,0,64.0,360.0,1.0,Rural,Y
LP000522,Male,Yes,0,Graduate,No,7433,2559,91.0,480.0,0.0,Semiurban,N
LP000523,Male,No,2,Not Graduate,No,1305,0,,360.0,1.0,Semiurban,N
LP000524,Male,Yes,0,Not Graduate,No,3286,1450,61.0,360.0,1.0,Semiurban,N
LP000525,Male,Yes,1,Graduate,Yes,6173,63,135.0,240.0,1.0,Rural,Y
LP000526,Male,No,1,Graduate,No,1858,0,145.0,300.0,1.0,Semiurban,Y
LP000527,Female,No,0,Graduate,Yes,19057,0,200.0,180.0,1.0,Semiurban,Y
LP000528,Female,No,0,Graduate,No,4495,0,66.0,360.0,1.0,Semiurban,Y
LP000529,Female,No,0,Graduate,Yes,2776,0,38.0,84.0,1.0,Rural,Y
LP000530,Male,Yes,0,Not Graduate,No,2783,0,98.0,120.0,1.0,Urban,N
LP000531,Male,Yes,1,Graduate,No,1444,2227,182.0,360.0,0.0,Semiurban,N
LP000532,Female,Yes,0,Graduate,No,5623,0,288.0,360.0,1.0,Urban,Y
LP000533,Male,Yes,2,Graduate,No,7783,0,92.0,360.0,1.0,Rural,Y
LP000534,Male,No,3+,Not Graduate,No,15618,2026,84.0,360.0,0.0,Rural,N
LP000535,Male,No,0,Graduate,,6397,0,153.0,360.0,1.0,Semiurban,Y
LP000536,Male,Yes,0,Graduate,No,2897,0,422.0,360.0,1.0,Semiurban,Y
LP000537,Male,Yes,1,Graduate,No,5086,0,173.0,360.0,1.0,Semiurban,Y
LP000538,Male,No,3+,Graduate,No,11341,0,,360.0,1.0,Semiurban,Y
LP000539,Male,Yes,0,Graduate,No,6158,0,394.0,360.0,,Urban,Y
LP000540,Female,Yes,0,Graduate,No,7640,1102,224.0,480.0,1.0,Rural,Y
LP000541,Female,Yes,3+,Graduate,No,7288,0,147.0,360.0,1.0,Semiurban,Y
LP000542,Male,Yes,1,Graduate,Yes,8342,2964,72.0,360.0,1.0,Urban,Y
LP000543,Female,Yes,0,Graduate,No,1787,5732,139.0,360.0,1.0,Semiurban,Y
LP000544,Female,No,3+,Graduate,No,1725,1154,199.0,360.0,1.0,Urban,Y
LP000545,Male,Yes,3+,Graduate,No,1593,0,75.0,360.0,1.0,Semiurban,Y
LP000546,Male,Yes,1,Graduate,No,2041,0,224.0,360.0,1.0,Semiurban,Y
LP000547,Male,No,0,Graduate,No,2200,0,126.0,360.0,1.0,Semiurban,Y
LP000548,Male,Yes,1,Graduate,No,14895,0,119.0,360.0,1.0,Urban,Y
LP000549,Female,No,0,Graduate,No,2808,0,80.0,120.0,1.0,Semiurban,Y
LP000550,Male,No,1,Not Graduate,,2878,0,162.0,360.0,0.0,Semiurban,N
LP000551,Male,Yes,0,Graduate,No,3795,4397,195.0,360.0,1.0,Rural,Y
LP000552,Male,Yes,1,Graduate,No,5043,210,74.0,120.0,1.0,Semiurban,Y
LP000553,Male,No,2,Not Graduate,No,2822,0,178.0,300.0,1.0,Semiurban,Y
LP000554,Female,No,3+,Graduate,No,1965,0,219.0,360.0,1.0,Semiurban,Y
LP000555,Male,No,2,Not Graduate,No,3977,0,213.0,360.0,1.0,Urban,Y
LP000556,Male,Yes,,Not Graduate,No,1733,0,152.0,120.0,1.0,Urban,Y
LP000557,Male,No,0,Graduate,No,2797,3508,112.0,360.0,1.0,Semiurban,Y
LP000558,Male,No,1,Graduate,No,3643,7340,116.0,360.0,1.0,Rural,Y
LP000559,Male,Yes,0,Not Graduate,No,4563,0,62.0,12.0,0.0,Urban,N
LP000560,Male,No,0,Graduate,No,2963,0,95.0,480.0,,Rural,Y
LP000561,Male,Yes,2,Graduate,No,4720,3273,114.0,360.0,,Semiurban,Y
LP000562,Male,Yes,0,Graduate,Yes,7799,4140,86.0,180.0,1.0,Semiurban,Y
LP000563,Female,No,0,Graduate,No,5255,0,145.0,360.0,1.0,Urban,Y
LP000564,Male,Yes,1,Not Graduate,No,3075,0,305.0,360.0,1.0,Semiurban,Y
LP000565,Male,Yes,3+,Graduate,No,1785,0,336.0,360.0,,Semiurban,Y
LP000566,Male,Yes,2,Graduate,Yes,6518,872,97.0,360.0,1.0,Urban,N
LP000567,Female,No,0,Graduate,No,2453,0,353.0,360.0,1.0,Rural,Y
LP000568,Male,Yes,1,Graduate,No,1416,0,250.0,360.0,1.0,Rural,Y
LP000569,Male,No,3+,Graduate,No,3292,0,91.0,360.0,1.0,Urban,N
LP000570,Male,No,0,Graduate,No,3174,0,176.0,12.0,,Urban,Y
LP000571,Male,Yes,1,Graduate,No,30458,0,132.0,360.0,1.0,Semiurban,Y
LP000572,Female,No,2,Graduate,No,8387,0,,480.0,1.0,Rural,N
LP000573,Male,No,2,Not Graduate,No,4490,0,66.0,360.0,1.0,Rural,Y
LP000574,Female,Yes,0,Graduate,No,3411,0,198.0,180.0,1.0,Rural,N
LP000575,Female,No,3+,Graduate,No,3942,0,57.0,480.0,,Semiurban,N
LP000576,Male,Yes,0,Graduate,,23659,0,361.0,360.0,1.0,Rural,Y
LP000577,Female,Yes,0,Graduate,No,2941,0,232.0,360.0,0.0,Semiurban,Y
LP000578,Male,Yes,0,Graduate,Yes,7084,0,195.0,360.0,1.0,Urban,Y
LP000579,Female,Yes,1,Graduate,No,14718,2689,56.0,360.0,1.0,Semiurban,Y
LP000580,Male,Yes,0,Not Graduate,No,1685,1480,238.0,360.0,1.0,Semiurban,N
LP000581,Male,Yes,2,Graduate,No,4901,0,227.0,360.0,1.0,Rural,Y
LP000582,Male,Yes,3+,Graduate,No,4394,5624,220.0,360.0,1.0,Semiurban,Y
LP000583,Male,Yes,0,Graduate,No,2495,607,225.0,300.0,1.0,Rural,Y
LP000584,Male,Yes,2,Graduate,No,7359,0,,360.0,1.0,Urban,Y
LP000585,Female,No,3+,Graduate,No,2153,1041,89.0,360.0,1.0,Urban,Y
LP000586,Male,Yes,0,Not Graduate,No,4466,0,120.0,480.0,1.0,Rural,Y
LP000587,Male,Yes,2,Graduate,,5879,1750,82.0,360.0,1.0,Semiurban,Y
LP000588,Male,Yes,3+,Graduate,No,7971,0,206.0,360.0,,Urban,Y
LP000589,Male,Yes,2,Graduate,Yes,5291,967,117.0,360.0,1.0,Semiurban,Y
LP000590,Male,Yes,1,Graduate,Yes,7732,432,64.0,360.0,1.0,Rural,Y
LP000591,Female,Yes,3+,Graduate,No,8664,9261,139.0,120.0,0.0,Rural,N
LP000592,Male,Yes,2,Graduate,No,1779,714,44.0,360.0,1.0,Rural,Y
LP000593,Male,No,0,Graduate,No,2027,0,139.0,480.0,1.0,Semiurban,Y
LP000594,Male,Yes,0,Not Graduate,,3936,3192,143.0,360.0,1.0,Rural,Y
LP000595,Male,Yes,1,Not Graduate,No,4605,474,105.0,300.0,1.0,Urban,Y
LP000596,Male,No,0,Graduate,No,4856,0,233.0,360.0,0.0,Semiurban,N
LP000597,Female,No,0,Graduate,No,8086,0,49.0,360.0,,Semiurban,Y
LP000598,Male,Yes,0,Graduate,No,3514,992,,360.0,1.0,Rural,Y
LP000599,Female,Yes,2,Graduate,No,10133,0,149.0,300.0,0.0,Urban,N
LP000600,,Yes,2,Graduate,No,4242,0,131.0,360.0,1.0,Rural,Y
LP000601,Male,Yes,0,Graduate,No,2680,0,264.0,480.0,1.0,Semiurban,Y
LP000602,Female,Yes,0,Graduate,No,11227,0,94.0,360.0,1.0,Urban,Y
LP000603,Female,Yes,0,Graduate,No,7611,3764,127.0,360.0,1.0,Semiurban,Y
LP000604,Female,No,0,Graduate,No,3318,0,142.0,360.0,1.0,Urban,N
LP000605,Female,No,1,Graduate,No,3362,2795,108.0,360.0,1.0,Semiurban,Y
LP000606,Female,Yes,0,Graduate,Yes,8871,1101,56.0,36.0,1.0,Semiurban,Y
LP000607,Female,Yes,3+,Not Graduate,No,1407,0,308.0,360.0,1.0,Rural,N
LP000608,Male,No,0,Graduate,No,5477,0,87.0,180.0,1.0,Semiurban,N
LP000609,Female,Yes,0,Graduate,No,3985,1318,,360.0,1.0,Rural,Y
LP000610,Male,Yes,3+,Graduate,No,5113,4567,39.0,480.0,1.0,Semiurban,Y
